order_id,order_date,order_status,price,digital_product,customer_account_age,order_source,billing_zip,shipping_name_length,classification_score
906967102,2019-06-01,approved,213.88,false,0,web,33062,13,0.999218635493443
906987974,2019-06-01,approved,50,true,0,mobile_app,48317,0,0.995886113658876
906994260,2019-06-01,approved,100,true,328,web,92124,0,0.966900826256244
906997653,2019-06-01,approved,25,true,1371,web,95448,0,0.999854403596056
907408483,2019-06-01,approved,2035.76,false,139,web,61107,17,0.999965042819353
907648611,2019-06-01,approved,2499.71,false,1370,web,24073,17,0.999975006953573
907655758,2019-06-01,approved,490.91,false,4142,web,80401,11,0.999901698164438
907709861,2019-06-01,approved,1020.88,false,0,web,80203,15,0.998013930783132
908056374,2019-06-01,approved,105.95,true,187,web,30721,0,0.976735208355956
908191966,2019-06-02,approved,20,true,0,web,28540,0,0.989981504319538
908293534,2019-06-02,approved,15,true,0,web,78574,0,0.999696867514245
908426089,2019-06-02,approved,155.94,true,161,web,07073-1638,0,0.983471724899483
909209096,2019-06-02,approved,57,true,0,web,80239,0,0.993723805204107
909464267,2019-06-02,approved,50,true,0,web,85021,0,0.999290308342894
909492447,2019-06-02,approved,55.95,true,0,web,84780,0,0.997209135901841
909499643,2019-06-02,approved,2492.71,false,2194,web,322065131,12,0.999959288986908
909717359,2019-06-03,approved,205.95,true,180,web,75205,0,0.997367443207274
909732202,2019-06-03,approved,15.95,true,285,web,91403,0,0.894547404153598
909835031,2019-06-03,approved,22.95,true,0,web,85249,0,0.172838870854401
910108304,2019-06-03,approved,50,true,329,web,48326,0,0.99998303642468
910220906,2019-06-03,approved,114.41,false,0,web,20003,9,0.999824789959469
910237737,2019-06-03,approved,55.94,false,350,web,66442,11,0.999760570311976
910272169,2019-06-03,approved,50,true,104,web,18925,0,0.118875138300085
910616361,2019-06-03,approved,518.88,false,63,web,761176005,10,0.999772764567325
911024436,2019-06-03,approved,80.95,true,0,web,77520,0,0.984559917635203
911061049,2019-06-03,approved,75,true,3458,web,24019,0,0.999953133344518
911072859,2019-06-03,approved,105.95,true,0,web,83316,0,0.985740907769558
911170190,2019-06-03,approved,28.1,true,1471,web,90806,0,0.999480130280377
911174085,2019-06-03,approved,265.41,false,1,web,78746,10,0.998840275432819
911177064,2019-06-03,approved,265.41,false,1,web,78746,10,0.998965675168693
911291615,2019-06-03,approved,1843.66,false,1811,web,33701,12,0.999846988739498
911469983,2019-06-04,approved,35.95,true,140,web,70775,0,0.904094223981778
911511025,2019-06-04,approved,25.95,true,0,web,90201,0,0.958922935465065
911581472,2019-06-04,approved,20.95,true,0,web,91342,0,0.999580086546884
912189804,2019-06-04,approved,105.95,true,503,web,60477,0,0.998840355023427
912261030,2019-06-04,approved,105.95,true,2008,web,78231,0,0.998743332620154
912353668,2019-06-04,approved,51.99,false,161,web,49525,8,0.999852240797746
912468819,2019-06-04,approved,40,true,0,web,50162,0,0.999916589269987
912665145,2019-06-04,approved,50,true,51,web,60018,0,0.999193459788572
912762304,2019-06-04,approved,212.91,false,0,web,09096,10,0.871938589506401
912904086,2019-06-05,approved,199.17,true,340,web,90806,0,0.999377610600738
912922958,2019-06-05,approved,175.09,false,0,web,77389,11,0.999295623466798
913339785,2019-06-05,approved,2492.71,false,1051,web,30082,15,0.999989113743846
913514233,2019-06-05,approved,255.95,true,96,web,22033,0,0.878135120262919
913660736,2019-06-05,approved,25.95,true,184,web,72401,0,0.999371837788237
913898452,2019-06-05,approved,116.86,false,958,web,80246,14,0.999975587724519
913963434,2019-06-05,approved,100,true,0,mobile_app,60153,0,0.0596624043739843
914135153,2019-06-05,approved,2135.36,false,954,web,91746,11,0.999989296102566
914342705,2019-06-06,approved,161.9,true,34,web,91106,0,0.995739965664906
914343366,2019-06-06,approved,55.95,true,2517,web,63026,0,0.998747404149169
914449542,2019-06-06,approved,105.95,true,0,web,66223,0,0.989156761472165
914918084,2019-06-06,approved,2035.76,false,982,web,49202,17,0.999986671787337
915083255,2019-06-06,approved,54.94,false,0,web,11021,9,0.999225249171553
915088479,2019-06-06,approved,505.95,true,897,web,94103,0,0.999891395242364
915156178,2019-06-06,approved,114.41,false,129,web,75234,20,0.999985987716399
915172954,2019-06-06,approved,80.94,false,0,web,68137,10,0.999808496391226
915256422,2019-06-06,approved,31.44,false,122,web,29071,14,0.999878565100681
915311078,2019-06-06,approved,300.71,false,975,web,66225,11,0.99976070324517
915409314,2019-06-06,approved,2507.71,false,270,web,60634,14,0.999922589504457
915569002,2019-06-06,approved,518.88,false,2008,web,29466,12,0.982359263440939
915683805,2019-06-06,approved,30.95,true,795,web,20170,0,0.99993592284034
915744577,2019-06-06,approved,1021.86,false,44,web,13502,16,0.704633577177756
916456855,2019-06-07,approved,170.52,false,4425,web,03820,12,0.977317862640565
916527772,2019-06-07,approved,1094.11,false,304,web,75220,11,0.999987458583529
916789237,2019-06-07,approved,205.95,true,5042,web,28403,0,0.965748830550349
916966039,2019-06-07,approved,69.94,false,2382,web,11747,12,0.999996483300499
917229787,2019-06-07,approved,413.88,false,368,web,94043,7,0.999892389052298
918123203,2019-06-08,approved,50,true,0,mobile_app,35749,0,0.967745471144592
918169383,2019-06-08,approved,54.94,false,4769,web,76205,11,0.999948595480384
918232089,2019-06-08,approved,30.95,true,0,web,84605,0,0.999591317841031
918341420,2019-06-08,approved,55.95,true,134,web,22716,0,0.964872505877618
918460398,2019-06-08,approved,100,true,225,web,32766,0,0.99234071031235
918505447,2019-06-08,approved,113.41,false,0,web,89511,8,0.99988381725791
918589037,2019-06-08,approved,20.95,true,2734,web,33018,0,0.987629082452574
919014185,2019-06-09,approved,55.95,true,30,web,96818,0,0.994104718896389
919269865,2019-06-09,approved,198.02,true,37,web,19149,0,0.910316075320631
919705832,2019-06-09,approved,25,true,0,web,97206,0,0.908298056018602
920001917,2019-06-09,approved,2492.71,false,1149,web,95835,18,0.999707951699486
920155600,2019-06-10,approved,74.94,false,965,web,55344,12,0.999990721173033
920365839,2019-06-10,approved,56.44,false,525,web,91360,14,0.999872632832744
920423569,2019-06-10,approved,50,true,0,web,95380,0,0.999233649237476
920690532,2019-06-10,approved,2492.71,false,1857,web,15057,14,0.999251806435712
921023644,2019-06-10,approved,25,true,5286,web,17225,0,0.992509681327193
921160858,2019-06-10,approved,1259.26,false,0,web,32163,11,0.691435134508803
921449984,2019-06-10,approved,15.95,true,3664,web,77082,0,0.998715858907673
921574430,2019-06-10,approved,2507.96,false,1654,web,57108,14,0.999989126504328
921942923,2019-06-11,approved,45.95,true,615,web,90064,0,0.999964225591826
922035115,2019-06-11,approved,70.95,true,3865,web,18643,0,0.997235584711335
922181292,2019-06-11,approved,646.66,false,1310,web,12779,17,0.999969614336043
922389696,2019-06-11,approved,80.95,true,64,web,44122,0,0.996936831594914
922421686,2019-06-11,approved,15,true,61,web,73034,0,0.999928841270944
922531301,2019-06-11,approved,272.71,false,1755,web,78212,15,0.999984666870942
922698517,2019-06-11,approved,34,true,14,web,29730,0,0.947530965809953
922717082,2019-06-11,approved,2507.71,false,1033,web,28277,12,0.999937747587376
922732131,2019-06-11,approved,211.9,true,606,web,19406,0,0.999997777442344
923265125,2019-06-12,approved,505.95,true,1182,web,91761,0,0.985297731668432
923492143,2019-06-12,approved,40,true,25,web,19013,0,0.968911827318276
923637648,2019-06-12,approved,15,true,0,web,21403,0,0.916599894651268
923713570,2019-06-12,approved,30,true,903,web,48195,0,0.99997952572379
923860894,2019-06-12,approved,1684.45,true,715,web,80112,0,0.999993020487081
923887026,2019-06-12,approved,45.95,true,1762,web,39145,0,0.994006920053155
924036035,2019-06-12,approved,107.44,false,0,web,68114,15,0.861046939035075
924103906,2019-06-12,approved,20,true,0,web,58504,0,0.99972793732529
924145985,2019-06-12,approved,107.44,false,377,web,29414,10,0.999988986421161
924383689,2019-06-12,approved,105.95,true,0,web,10036,0,0.982924611850272
924570385,2019-06-13,approved,15.95,true,0,web,66226,0,0.683532632225788
924728478,2019-06-13,approved,55.95,true,4,web,97140,0,0.999851436137905
924883166,2019-06-13,approved,55.95,true,3480,web,10305,0,0.998910937013827
925124524,2019-06-13,approved,508.94,false,1385,web,22015,13,0.999967667080874
925335610,2019-06-13,approved,25.95,true,1156,web,78155,0,0.0548630251136608
925369294,2019-06-13,approved,978.32,false,2096,web,63080,10,0.99995182566409
925384674,2019-06-13,approved,1047.46,false,0,web,19460,12,0.997264824779474
925418100,2019-06-13,approved,75,true,0,web,08055,0,0.997825905466675
925430978,2019-06-13,approved,55.95,true,569,web,85018,0,0.999848577937549
925435702,2019-06-13,approved,105.95,true,44,web,60195,0,0.99988364091589
925458457,2019-06-13,approved,405.95,true,1036,web,60614,0,0.999755366308894
925518822,2019-06-13,approved,130.95,true,4613,web,10950,0,0.935439924535917
925560762,2019-06-13,approved,156.94,false,0,web,75075,13,0.998522026015639
925561555,2019-06-13,approved,105.95,true,2007,web,10533,0,0.99754551021462
925669516,2019-06-13,approved,25,true,472,web,84021,0,0.999938218482476
925712197,2019-06-13,approved,35.95,true,0,web,12019,0,0.999865945796744
925771004,2019-06-14,approved,55.95,true,0,web,85140,0,0.99811907441839
925781739,2019-06-14,approved,30,true,0,web,29708,0,0.999946432123836
925838011,2019-06-14,approved,2035.76,false,660,web,10016,12,0.999985542180365
925882298,2019-06-14,approved,23.44,false,0,web,89149,16,0.999963999458373
925892968,2019-06-14,approved,161.9,true,1581,web,11020,0,0.998357234733085
925968663,2019-06-14,approved,2000,true,198,web,95757,0,0.999861602900514
926395374,2019-06-14,approved,2000,true,1861,web,15057,0,0.993316387489299
926611307,2019-06-14,approved,107.44,false,84,web,27607,12,0.993842272064772
926620048,2019-06-14,approved,40,true,0,web,72404,0,0.99993905959069
926627709,2019-06-14,approved,31.44,false,1022,web,02472,12,0.999996467652554
926674034,2019-06-14,approved,1044.42,false,0,web,95054,10,0.983904206649607
926710992,2019-06-14,approved,80.95,true,525,web,33548,0,0.981386781486586
